Cliente;Cidade;Vendedor;Codigo;Item;Tipo;SubTipo;ItensNovos;Fornecedor;QtdSaida;ValorSaida;ValorEntrada;ValorVenda;ValorIcmsST;ValorIPI;TotalSemImpostos;TotalComImpostos;NFSaida;CFOP;DataSaida;ICMS;TipProdIPI;NSaiStatus;TipoNota;QTD_DIAS_FAT;Qtd_Dias_1;Qtd_Dias_2;Qtd_Dias_3
CIRIGUI FERRAMENTARIA;JUNDIAÍ;W BRASIL;6425269;XNPU100416SRMM WP40PM;INSERTO;FRESAMENTO;;KENNAMETAL;6;34.575;23,35;85,46;0;0;207,45;207,45;859;5,102;17/04/2018;;8;0;1;1;28;;
UFI;VARZEA PAULISTA;MARCOS PAULO;2754/001;BARRA DE CHANFRAR 45º - BM01R1522;SUPORTE;FRESAMENTO;;GAUBE;1;247;197;591;0;0;247;247;860;5,102;17/04/2018;;0;0;1;3;30;30;
UFI;VARZEA PAULISTA;MARCOS PAULO;2030198;SDNT090308 TN7535;INSERTO;FRESAMENTO;;KENNAMETAL;10;38;44,44;136,87;0;0;380;380;860;5,102;17/04/2018;;8;0;1;3;30;30;
UFI;VARZEA PAULISTA;MARCOS PAULO;3577969;BDMT070304ER-MS TN6425 R0,4;INSERTO;FRESAMENTO;;KENNAMETAL;10;33;20,63;75,51;0;0;330;330;860;5,102;17/04/2018;;8;0;1;3;30;30;
UFI;VARZEA PAULISTA;MARCOS PAULO;3859337;BDMT070308ER-MS TN6425 R0,8;INSERTO;FRESAMENTO;;KENNAMETAL;10;33;20,63;75,51;0;0;330;330;860;5,102;17/04/2018;;8;0;1;3;30;30;
UFI;VARZEA PAULISTA;MARCOS PAULO;3859333;BDMT070308ER-ML TN6405 R0,8;INSERTO;FRESAMENTO;;KENNAMETAL;10;33;20,63;75,51;0;0;330;330;860;5,102;17/04/2018;;8;0;1;3;30;30;
UFI;VARZEA PAULISTA;MARCOS PAULO;3247;M6800D012Z02H12L120 BDMT0703;SUPORTE;FRESAMENTO;;GCTOOLS;1;10;120;360;0;0;10;10;860;5,102;17/04/2018;;0;0;1;3;30;30;
UFI;VARZEA PAULISTA;MARCOS PAULO;5394;PRESSETER COM RELOGIO (ALT. 50MM - 0,01MM) (STANDART);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;780;607,35;1870,63;0;0;780;780;860;5,102;17/04/2018;;0;0;1;3;30;30;
UFI;VARZEA PAULISTA;MARCOS PAULO;5886251;VSM11D032Z03H32L250 XDPT1104;SUPORTE;TORNEAMENTO;;KENNAMETAL;1;10;707,94;2123,82;0;0;10;10;860;5,102;17/04/2018;;0;0;1;3;30;30;
UFI;VARZEA PAULISTA;MARCOS PAULO;5545063;XDPT110408PDSRMM WP40PM R0,8;INSERTO;FRESAMENTO;;KENNAMETAL;20;33;21,71;79,46;0;0;660;660;860;5,102;17/04/2018;;8;0;1;3;30;30;
UFI;VARZEA PAULISTA;MARCOS PAULO;5564596;WOEJ080412SRMH WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;20;53,7;34,05;124,62;0;0;1074;1074;860;5,102;17/04/2018;;8;0;1;3;30;30;
PROFF;ATIBAIA;W BRASIL;3339395;SDMT1204PDRMH PA120;INSERTO;FRESAMENTO FLEX;;KENNAMETAL;10;44,7;13,01;50;0;0;447;447;861;5,102;18/04/2018;;8;0;1;;;;
PROFF;ATIBAIA;W BRASIL;3577936;BDMT11T308ER-ML TN6405 R0,8;INSERTO;FRESAMENTO;;KENNAMETAL;5;40.716;22,91;83,85;0;0;203,58;203,58;861;5,102;18/04/2018;;8;0;1;;;;
PROFF;ATIBAIA;W BRASIL;4166548;WNMG080408-7N TN20P;INSERTO;TORNEAMENTO;;KENNAMETAL;9;29,34;18,67;68,33;0;0;264,06;264,06;861;5,102;18/04/2018;;8;0;1;;;;
PROFF;ATIBAIA;W BRASIL;4120181;TNMX160408-R PA120;INSERTO;TORNEAMENTO FLEX;;KENNAMETAL;10;23,57;8,5;36;0;0;235,7;235,7;861;5,102;18/04/2018;;8;0;1;;;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;2029478;12148000600 W CHAVE TORX T15;CHAVE;COMPONENTES;;KENNAMETAL;1;32,3;18,21;66,65;0;0;32,3;32,3;862;5,405;18/04/2018;;8;0;1;1;28;;
FAST TOOLS;JUNDIAÍ;ANDERSON FONTES;5550400;FRESA TOROIDAL 55HRC 4C D=4X10X50 H4 R0.5;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;2;42,12;37,38;115,15;0;0;84,24;84,24;863;5,102;18/04/2018;;8;0;1;1;28;;
FAST TOOLS;JUNDIAÍ;ANDERSON FONTES;624;FRESA TOROIDAL 55HRC 4C D=4X10X50 H4 R1.0;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;4;42,12;40,72;125,42;0;0;168,48;168,48;863;5,102;18/04/2018;;8;0;1;1;28;;
FAST TOOLS;JUNDIAÍ;ANDERSON FONTES;5550303;FRESA TOROIDAL 55HRC 4C D=3X8X50 H4 R0.5;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;2;42,12;37,38;115,14;0;0;84,24;84,24;863;5,102;18/04/2018;;8;0;1;1;28;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;4172491;TNMP160404 WS10PT;INSERTO;TORNEAMENTO;;KENNAMETAL;10;31,23;26,52;97,06;0;0;312,3;312,3;864;5,102;18/04/2018;;8;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;4120180;TNMX160404-R PA120;INSERTO;TORNEAMENTO FLEX;;KENNAMETAL;10;29,97;8,5;36;0;0;299,7;299,7;864;5,102;18/04/2018;;8;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;02106P;PORTA BARRA ISO 50 X 32,00MM (L1=105,00MM);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;403.416;269,5;830,06;0;0;403.416;403.416;864;5,102;18/04/2018;;0;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;4143982;VDS201A07800 WU25PD D=7.8 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;187;102,78;376,17;0;0;187;187;864;5,405;18/04/2018;;8;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;PTM2,5X6;PARAFUSO TORX M2,5 X 6;PARAFUSO;COMPONENTES;;SUPORTES BRASIL;20;3,9;1,5;5,5;0;0;78;78;865;5,405;18/04/2018;;10;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;PTM2X5;PARAFUSO TORX M2 X 5;PARAFUSO;COMPONENTES;;HEINZ TOOLS;20;3,9;1,5;5;0;0;78;78;865;5,405;18/04/2018;;10;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;PTM3X8;PARAFUSO TORX M3 X 8;PARAFUSO;COMPONENTES;;SUPORTES BRASIL;20;3,9;1,5;5,5;0;0;78;78;865;5,405;18/04/2018;;10;0;1;1;45;;
MATRIZMINAS;ITATIBA;ANDERSON FONTES;3439;PINCA SK-10 6,00MM - PORTA PINCA HIGH SPEED;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;221,44;198,97;612,82;0;0;221,44;221,44;866;5,102;18/04/2018;;0;0;1;1;28;;
MATRIZMINAS;ITATIBA;ANDERSON FONTES;926;PINCA DMC06 6,00MM (KOJEX);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;179;128,11;396,21;0;0;179;179;866;5,102;18/04/2018;;0;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;5801547;TPGX090204L CT3000;INSERTO;TORNEAMENTO;;SISTEM & TOOLS;1;55,65;39,04;117,12;0;0;55,65;55,65;867;5,102;18/04/2018;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;335;TPGX110304L CT3000;INSERTO;FIXAÇÃO;;SISTEM & TOOLS;1;57,75;29,99;92,36;0;0;57,75;57,75;867;5,102;18/04/2018;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;2545192;70N102002RT ESF 2C 30° D=2X6X76X2;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;2;280.136;143,65;525,76;0;0;560.272;560.272;867;5,102;18/04/2018;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;632;TBGT060102EL CT3000;INSERTO;TORNEAMENTO;;SISTEM & TOOLS;1;60,48;42;129,36;0;0;60,48;60,48;867;5,102;18/04/2018;;8;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;5801547;TPGX090204L CT3000;INSERTO;TORNEAMENTO;;SISTEM & TOOLS;2;47,7;39,04;117,12;0;0;95,4;95,4;868;5,102;18/04/2018;;8;0;1;1;28;;
PSTEC;FRANCO DA ROCHA;ANDERSON FONTES;4181;MORSA HIDRAULICA FIXA ABERT. 300MM (4500KG)-S/B (H-6);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;2335;1730;5667,2;0;0;2335;2335;869;5,102;18/04/2018;;0;0;1;1;28;;
JOYSON;JUNDIAÍ;W BRASIL;2333103;024111-000060 K10F-DIA ESF 2C 20° D=6X6X80X6;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;5;373,01;183,39;671,21;0;0;1865,05;1865,05;870;5,102;19/04/2018;;8;0;1;1;60;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;5416546;M370D025Z03H20L180 D=25X180 Z=3 WOEJ0804;SUPORTE;FRESAMENTO;;KENNAMETAL;1;10;250;770;0;0;10;10;871;5,102;19/04/2018;;0;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;680D4016;M680D040.4.FC16.60°.XDMT0903;SUPORTE;FRESAMENTO;;GCTOOLS;1;315;220;630;0;0;315;315;871;5,102;19/04/2018;;0;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;5564597;WOEJ080412SRMM WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;20;58,87;40,5;124,74;0;0;1177,4;1177,4;871;5,102;19/04/2018;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;744;FRESA RETA 55HRC 4C D=1X3X50X3;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;4;41,8;26,02;80,14;0;0;167,2;167,2;872;5,102;19/04/2018;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;5550906;HNPJ0704ANSNGD WP40PM;INSERTO;FRESAMENTO;;KENNAMETAL;30;48;28,31;103,61;0;0;1440;1440;873;5,102;19/04/2018;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;4003229;TDM2350UPM K20FTIALN D=23.50MM;INSERTO;TORNEAMENTO;;KENNAMETAL;1;401.595;271,22;992,67;0;0;401.595;401.595;873;5,102;19/04/2018;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;6101 - 108010;MACHO M8 X 1,25MM* MANUAL C/3 PÇS;MACHO;ROSQUEAMENTO;;GMF;1;84.678;79;243,32;0;0;84.678;84.678;873;5,102;19/04/2018;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;3955099;GT305079 GM6515 MACHO M4X0,7 HSS-E-PM;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;80.328;77,26;282,77;0;0;80.328;80.328;873;5,102;19/04/2018;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;3955100;GT305080 GM6515 MACHO M5X0,8 HSS-E-PM;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;83.508;80,31;293,93;0;0;83.508;83.508;873;5,102;19/04/2018;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;3955101;GT305081 GM6515 MACHO M6X1 HSS-E-PM;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;84.384;81,15;297,01;0;0;84.384;84.384;873;5,102;19/04/2018;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;3955102;GT305082 GM6515 MACHO M8X1,25 HSS-E-PM;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;100.548;96,7;353,92;0;0;100.548;100.548;873;5,102;19/04/2018;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;3955104;GT305084 GM6515 MACHO M12X1,75 HSS-E-PM;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;143.632;138,14;505,59;0;0;143.632;143.632;873;5,102;19/04/2018;;8;0;1;1;28;;
AMARAL FERRAMENTARIA;CAIEIRAS;ANDERSON FONTES;6337733;40040400T011R050 TIALN TORO 4C D=4X4X11X50 R0.5;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;3;66,75;45,44;166,31;0;0;200,25;200,25;874;5,102;19/04/2018;;8;0;1;1;28;;
AMARAL FERRAMENTARIA;CAIEIRAS;ANDERSON FONTES;6337737;40040600T016R100 TIALN TORO 4C D=6X6X16X50 R1.0;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;3;73;49,55;181,35;0;0;219;219;874;5,102;19/04/2018;;8;0;1;1;28;;
DISKFER;VARZEA PAULISTA;MARCOS PAULO;3577936;BDMT11T308ER-ML TN6405 R0,8;INSERTO;FRESAMENTO;;KENNAMETAL;5;33,93;22,91;83,85;0;0;169,65;169,65;875;5,102;19/04/2018;;8;0;1;1;30;;
JOLUMA;VALINHOS;ANDERSON FONTES;1661807;D51808003RT RETA 6C 30° D=8X8X63X19;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;5;170,48;77,63;284,13;0;0;852,4;852,4;876;5,102;20/04/2018;;8;0;1;1;28;;
JOLUMA;VALINHOS;ANDERSON FONTES;3462451;47N704012LT RETA 4C VARIMILL D=4X6X55X12 R0.5;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;3;138,85;78,16;286,07;0;0;416,55;416,55;876;5,102;20/04/2018;;8;0;1;1;28;;
GASMADI;JUNDIAÍ;MARCOS PAULO;DGTL-20B-2D44;DGTL 2020 2 T22 - ESQ DGN2;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;202,5;80;330;0;0;202,5;202,5;877;5,102;20/04/2018;;0;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;PTM3,5X10;PARAFUSO TORX M3,5 X 10;PARAFUSO;COMPONENTES;;HEINZ TOOLS;10;8,9;1,5;5,5;0;0;89;89;878;5,405;20/04/2018;;10;0;1;1;35;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;4120195;TPKR1603-PDRMS PA120;INSERTO;FRESAMENTO FLEX;;KENNAMETAL;10;27,5;13,23;48,45;0;0;275;275;879;5,102;20/04/2018;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5550906;HNPJ0704ANSNGD WP40PM;INSERTO;FRESAMENTO;;KENNAMETAL;10;48;28,31;103,61;0;0;480;480;879;5,102;20/04/2018;;8;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;28472;DGTR 20B 2D35 - DIR DGN2;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;150,66;110;300;0;0;150,66;150,66;880;5,102;20/04/2018;;0;0;1;1;28;;
GKTB;CABREUVA;ANDERSON FONTES;4148313;VDS202A12000 WU25PD D=12.0 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;2;225,92;194,32;711,21;0;0;451,84;451,84;881;5,405;20/04/2018;;8;0;1;1;28;;
BALANÇAS JUNDIAÍ;VARZEA PAULISTA;ANDERSON FONTES;16304;M160D45Z3A25L100TPKN1603;SUPORTE;FRESAMENTO;;GCTOOLS;2;367,5;175;525;0;0;735;735;882;5,102;20/04/2018;;0;0;1;;;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;6425363;XNPU100408SRMM WP40PM;INSERTO;FRESAMENTO;;KENNAMETAL;40;44,97;23,35;85,46;0;0;1798,8;1798,8;883;5,102;20/04/2018;;8;0;1;1;45;;
USIVIN;VINHEDO;MARCOS PAULO;120543;DGTR 10B 2D30 - DIR DGN2;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;167,45;100;300;0;0;167,45;167,45;884;5,102;20/04/2018;;0;0;1;1;28;;
USIVIN;VINHEDO;MARCOS PAULO;4144447;VDS201A12000 WU25PD D=12.0 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;2;272,06;156,01;571;0;0;544,12;544,12;884;5,405;20/04/2018;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;3955103;GT305083 GM6515 MACHO M10X1,5 HSS-E-PM;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;120.064;115,47;422,62;0;0;120.064;120.064;885;5,102;20/04/2018;;8;0;1;1;28;;
JOYSON;JUNDIAÍ;W BRASIL;5276364;RNPJ1204M0SMH WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;40;49,21;26,17;95,78;0;0;1968,4;1968,4;886;5,102;23/04/2018;;8;0;1;1;60;;
SCORP;SÃO PAULO;ANDERSON FONTES;680D16150;M680D016Z02H15L150 XDMT0903;SUPORTE;FRESAMENTO;;SUPORTES BRASIL;1;155,52;85;255;0;0;155,52;155,52;887;5,102;23/04/2018;;0;0;1;1;28;;
SCORP;SÃO PAULO;ANDERSON FONTES;2018679;12148068700 W PARAFUSO M2,5 P/ XD09;PARAFUSO;COMPONENTES;;GCTOOLS;10;18,63;3,67;13,43;0;0;186,3;186,3;887;5,405;23/04/2018;;10;0;1;1;28;;
SCORP;SÃO PAULO;ANDERSON FONTES;T80000;CHAVE TORX 8;CHAVE;COMPONENTES;;SUPORTES BRASIL;2;8;3,8;11,4;0;0;16;16;887;5,405;23/04/2018;;8;0;1;1;28;;
JOLUMA;VALINHOS;ANDERSON FONTES;2540318;759503012LT TOROIDAL 4C D=3X6X50X4.5 R0.5;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;2;151,57;109,26;399,89;0;0;303,14;303,14;888;5,102;23/04/2018;;8;0;1;1;28;;
JOLUMA;VALINHOS;ANDERSON FONTES;1862106;759506012LT TOROIDAL 4C D=6X6X50X9 R0.5;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;2;171,6;113,71;416,18;0;0;343,2;343,2;888;5,102;23/04/2018;;8;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;4921;CONJUNTO MICROMETRICO MHD 50 - 6 - 108 (0,002MM) (K01 TRM 50);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;7766,55;8639,2;26608,73;0;0;7766,55;7766,55;889;5,102;23/04/2018;;0;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;4819;CONE BASICO BT 40 X MHD 50 (L= 48,00MM) (AD);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;825;922,96;2842,71;0;0;825;825;889;5,102;23/04/2018;;0;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;4386;JOGO PINCA VEDADA ER-40 (23 PINCAS - 4 A 26MM) (STANDARD);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;3150;2015,77;6208,57;0;0;3150;3150;890;5,102;23/04/2018;;0;0;1;1;35;;
USICMA;JUNDIAÍ;MARCOS PAULO;5880388;40010150T005 ESF 2C 30° D=1.5X3X38X5;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;1;45,56;41,92;153,43;0;0;45,56;45,56;891;5,102;23/04/2018;;8;0;1;1;30;;
USICMA;JUNDIAÍ;MARCOS PAULO;5873485;40020150T004 RETA 2C 30° D=1.5X3X38X4;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;2;40.992;34,93;127,84;0;0;81.984;81.984;891;5,102;23/04/2018;;8;0;1;1;30;;
USICMA;JUNDIAÍ;MARCOS PAULO;3954913;XDHT090316 PA120;INSERTO;FRESAMENTO;;KENNAMETAL;20;24;11,32;40;0;0;480;480;891;5,102;23/04/2018;;8;0;1;1;30;;
USICMA;JUNDIAÍ;MARCOS PAULO;680D25150;M680D025Z03H24L150 XDMT0903;SUPORTE;FRESAMENTO;;SUPORTES BRASIL;1;10;120;360;0;0;10;10;891;5,102;23/04/2018;;0;0;1;1;30;;
SUPRASONIC;VARZEA PAULISTA;MARCOS PAULO;5826117;40141200T045.. RETA 4C 30° D=12X12X100X45;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;1;217,7;92,93;340,12;0;0;217,7;217,7;892;5,102;24/04/2018;;8;0;1;1;28;;
DISKFER;VARZEA PAULISTA;MARCOS PAULO;5564596;WOEJ080412SRMH WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;10;55,7;34,05;124,62;0;0;557;557;893;5,102;24/04/2018;;8;0;1;1;30;;
MERSEN;CABREUVA;ANDERSON FONTES;5387648;VTSFT6016 WP49EG 1/4-20 UNC 2B 3F DIN371 C FURO CEGO;MACHO;ROSQUEAMENTO;;KENNAMETAL;5;61,44;47,27;173,01;0;0;307,2;307,2;894;5,102;24/04/2018;;8;0;1;1;35;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;2787;CABECOTE ANGULAR ISO 40 - 90G (NT-40);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;3051,44;4222,09;13004,03;0;0;3051,44;3051,44;895;5,102;24/04/2018;;0;0;1;1;28;;
NAKAYONE;CABREUVA;ANDERSON FONTES;5427427;SDMX120408RMH WK15CM;INSERTO;FRESAMENTO;;KENNAMETAL;20;46,35;25,25;92,42;0;0;927;927;896;5,102;24/04/2018;;8;0;1;1;30;;
NAKAYONE;CABREUVA;ANDERSON FONTES;4176758;WDGN3102C TN6025;INSERTO;TORNEAMENTO;;KENNAMETAL;20;38;19,61;71,77;0;0;760;760;896;5,102;24/04/2018;;8;0;1;1;30;;
JOYSON;JUNDIAÍ;W BRASIL;3665166;7N2102001RT ESF 2C 30° D=2X4X63X20 LONG NECK;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;3;203,22;134,67;492,89;0;0;609,66;609,66;897;5,102;24/04/2018;;8;0;1;1;60;;
ALUJET 2;VINHEDO;ANDERSON FONTES;4170955;TPMR160304 WK20CT;INSERTO;TORNEAMENTO;;KENNAMETAL;3;53,2;25,5;93,33;0;0;159,6;159,6;898;5,102;24/04/2018;;8;0;1;1;30;;
ALUJET 2;VINHEDO;ANDERSON FONTES;4170179;WMTR405M4UPC WP10CT;INSERTO;TORNEAMENTO;;KENNAMETAL;5;55,47;32,5;118,95;0;0;277,35;277,35;898;5,102;24/04/2018;;8;0;1;1;30;;
PASSARELLA;VALINHOS;ANDERSON FONTES;2288;PINÇA DMC10 10,00MM (KOJEX);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;221,4;195,71;602,78;0;0;221,4;221,4;899;5,102;24/04/2018;;0;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;2290;PORTA PINCA BT 40 X DMC 10 (L=120MM) (L1= MM)- 30.000RPM (KOJEX);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;852.912;734,63;2262,66;0;0;852.912;852.912;899;5,102;24/04/2018;;0;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;680032M16;M6800D032Z04M16 ROSCADO BDMT11T3;SUPORTE;FRESAMENTO;;KENNAMETAL;1;342.144;200;616;0;0;342.144;342.144;899;5,102;24/04/2018;;0;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;19084;F-PINO 5313.021.01 MW06;PINO;FIXAÇÃO;;BLACK TOOLS;5;13,5;21,5;66,22;0;0;67,5;67,5;899;5,405;24/04/2018;;10;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;3869580;CNGN120416T01020 CW3020;INSERTO;TORNEAMENTO;;KENNAMETAL;10;78,72;33,45;122,43;0;0;787,2;787,2;900;5,102;24/04/2018;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;10;23,4;18,45;56,82;0;0;234;234;900;5,102;24/04/2018;;0;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;4148178;VDS202A05100 WU25PD D=5.1 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;2;164,4;117,48;429,98;0;0;328,8;328,8;900;5,405;24/04/2018;;8;0;1;1;35;;
GOODMOLD;VINHEDO;ANDERSON FONTES;3954479;HNPJ0704ANSNHD TN6540;INSERTO;FRESAMENTO;;KENNAMETAL;10;50,31;27,77;101,64;0;0;503,1;503,1;901;5,102;24/04/2018;;8;0;1;;;;
GOODMOLD;VINHEDO;ANDERSON FONTES;4176752;WDGN2202C TN6025;INSERTO;TORNEAMENTO;;KENNAMETAL;10;32.766;29,44;107,75;0;0;327,66;327,66;901;5,102;24/04/2018;;8;0;1;;;;
GOODMOLD;VINHEDO;ANDERSON FONTES;2564137;CCMT060204 PA120;INSERTO;TORNEAMENTO FLEX;;KENNAMETAL;10;23.544;8,01;29,31;0;0;235,44;235,44;901;5,102;24/04/2018;;8;0;1;;;;
GOODMOLD;VINHEDO;ANDERSON FONTES;325645;DGTL 25B 2D35 - ESQ DGN2;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;202,5;110;330;0;0;202,5;202,5;901;5,102;24/04/2018;;0;0;1;;;;
USIVIN;VINHEDO;MARCOS PAULO;3849105;TDM1600UPM K20FTIALN TOP INSERT D=16;INSERTO;FURAÇÃO;;KENNAMETAL;1;302,89;174,86;639,99;0;0;302,89;302,89;902;5,102;24/04/2018;;8;0;1;1;28;;
ALUJET 2;VINHEDO;ANDERSON FONTES;40ER040;40ER040M ER D=4;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;2;40,6;33,69;103,76;0;0;81,2;81,2;903;5,102;24/04/2018;;0;0;1;1;30;;
ALUJET 2;VINHEDO;ANDERSON FONTES;40ER060;40ER060M ER D=6;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;2;40,6;33,69;103,76;0;0;81,2;81,2;903;5,102;24/04/2018;;0;0;1;1;30;;
ALUJET 2;VINHEDO;ANDERSON FONTES;5880409;40211200T075 ESF 2C 30° D=12X12X150X75;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;3;271,76;154,4;565,1;0;0;815,28;815,28;903;5,102;24/04/2018;;8;0;1;1;30;;
ALUJET 2;VINHEDO;ANDERSON FONTES;5880407;40011200T025 ESF 2C 30° D=12X12X76X25;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;3;208,36;118,37;433,23;0;0;625,08;625,08;903;5,102;24/04/2018;;8;0;1;1;30;;
