Cliente;Cidade;Vendedor;Codigo;Item;Tipo;SubTipo;ItensNovos;Fornecedor;QtdSaida;ValorSaida;ValorEntrada;ValorVenda;ValorIcmsST;ValorIPI;TotalSemImpostos;TotalComImpostos;NFSaida;CFOP;DataSaida;ICMS;TipProdIPI;NSaiStatus;TipoNota;QTD_DIAS_FAT;Qtd_Dias_1;Qtd_Dias_2;Qtd_Dias_3
JOYSON;JUNDIAÍ;W BRASIL;103;FRESA ESFERICA AL 2C D=4X8X75 H4;FRESA;FRESAMENTO;;HEINZ TOOLS;4;105;37,38;115,13;0;0;420;420;4393;5,102;18/08/2020;;8;0;1;1;60;;
FRANHO MÁQUINAS;VINHEDO;FABIO FONSECA;1.001.105.242;TNMG160404-QM-GP1225;INSERTO;TORNEAMENTO;;GESAC DO BRASIL;9;24,73;14,24;52,12;0;0;222,57;222,57;4394;5,102;18/08/2020;;8;0;1;1;28;;
JOLUMA;VALINHOS;ANDERSON FONTES;3577940;BDMT11T316ER-ML TN6405 R1,6;INSERTO;FRESAMENTO;;KENNAMETAL;5;46,12;58,74;180,92;0;0;230,6;230,6;4395;5,102;18/08/2020;;8;0;1;1;28;;
LUMOLD;CAJAMAR;ANDERSON FONTES;5035;PARAFUSO PARA PORTA PINCA DMC 06 BT/SK40 DMC06150 (M5 X P0.8X120L);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;2;26,9;14,36;44,23;0;0;53,8;53,8;4396;5,102;18/08/2020;;0;0;1;1;28;;
SCOTTECH;VINHEDO;ANDERSON FONTES;2788;MORSA PRECISAO ABERT. 200MM/410MM (HVV-6);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;4951,53;4333,6;13347,48;0;0;4951,53;4951,53;4397;5,102;18/08/2020;;0;0;1;1;28;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;3577973;BDMT070304ER-ML TN6405 R0,4;INSERTO;FRESAMENTO;;KENNAMETAL;10;43,97;20,63;75,51;0;0;439,7;439,7;4398;5,102;18/08/2020;;8;0;1;1;45;;
GHENTON;ITUPEVA;ANDERSON FONTES;16IRAG55;16IRAG55 HS5125;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;TORNEAMENTO;;SUPORTES BRASIL;10;54;18;54;0;0;540;540;4399;5,102;18/08/2020;;0;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;4166637;DCMT11T304-1P TN20P;INSERTO;TORNEAMENTO;;KENNAMETAL;10;29,28;16;58,56;0;0;292,8;292,8;4400;5,102;18/08/2020;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;333400;BROCA DE CENTRO - DIN 333A - 4,00X10,0MM;BROCA;FURAÇÃO;;GMF;4;37,5;19,26;59,32;0;0;150;150;4400;5,405;18/08/2020;;8;0;1;1;35;;
COMABHI;JUNDIAÍ;MARCOS PAULO;4120180;TNMX160404-R PA120;INSERTO;TORNEAMENTO FLEX;;KENNAMETAL;20;21,5;8,5;36;0;0;430;430;4401;5,102;18/08/2020;;8;0;1;1;28;;
COMABHI;JUNDIAÍ;MARCOS PAULO;S25RWTJNR16;S25R WTJNR 16;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;10;130;390;0;0;10;10;4401;5,102;18/08/2020;;0;0;1;1;28;;
JOLUMA;VALINHOS;ANDERSON FONTES;067B;FRESA RETA 45HRC 4C D=8MMX35X8X100;FRESA DE TOPO;FRESAMENTO;;GESAC DO BRASIL;2;148,14;58,8;234,08;0;0;296,28;296,28;4402;5,102;19/08/2020;;8;0;1;1;28;;
USIENI FERRAMENTARIA;VARZEA PAULISTA;MARCOS PAULO;4041195;XDMT090308-HX PA120;INSERTO;FRESAMENTO;;KENNAMETAL;20;21,5;18;55,44;0;0;430;430;4403;5,102;19/08/2020;;8;0;1;1;28;;
FRANHO MÁQUINAS;VINHEDO;FABIO FONSECA;110080;ALARGADOR MD D=8X100;ALARGADOR;FURAÇÃO;;HEINZ TOOLS;1;219,95;158,12;487,01;0;0;219,95;219,95;4404;5,102;20/08/2020;;8;0;1;1;28;;
DISKFER;VARZEA PAULISTA;MARCOS PAULO;4152641;GT025004 WP31MG MACHO M6X1 (6H) 3F DIN 371;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;170;84,88;358,83;0;0;170;170;4406;5,102;20/08/2020;;8;0;1;1;30;;
NARDIN INDUSTRIAL;ITATIBA;MARCOS PAULO;4041195;XDMT090308-HX PA120;INSERTO;FRESAMENTO;;KENNAMETAL;10;22,5;18;55,44;0;0;225;225;4407;5,102;20/08/2020;;8;0;1;;;;
NARDIN INDUSTRIAL;ITATIBA;MARCOS PAULO;4148166;VDS202A04300 WU25PD D=4.3 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;193,4;106,8;429,98;0;0;193,4;193,4;4407;5,405;20/08/2020;;8;0;1;;;;
REG;VARZEA PAULISTA;ANDERSON FONTES;6595819;XPPT070308ERMM WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;5;40;18,67;68,33;0;0;200;200;4408;5,102;21/08/2020;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;36943;SUPORTE LNMU0906 D=16 Z2 H15 L150 (MKC190);SUPORTE;TORNEAMENTO;;LAZZARI;7;10;167;501;0;0;70;70;4409;5,102;24/08/2020;;0;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;8490;SUPORTE LNMU0906 D=25 Z4 H24 L200 (MKC190);SUPORTE;TORNEAMENTO;;LAZZARI;2;10;184;552;0;0;20;20;4409;5,102;24/08/2020;;0;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;1.001.500.723;MKC190-020R03P20-LN09HA D=20 LNMU0906;SUPORTE;FRESAMENTO;;GESAC DO BRASIL;2;10;402,31;1206,93;0;0;20;20;4409;5,102;24/08/2020;;0;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;1.001.103.149;LNMU090603-GM-GA4230;INSERTO;FRESAMENTO;;GESAC DO BRASIL;40;38;23,45;85,83;0;0;1520;1520;4409;5,102;24/08/2020;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;1.001.500.724;MKC190-020R03P20-LN09SHA D=20 LNMU0906;SUPORTE;TORNEAMENTO;;GESAC DO BRASIL;1;10;382,18;1146,55;0;0;10;10;4409;5,102;24/08/2020;;0;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;6623;SUPORTE LNMU0906 D=25 Z4 H25 L200 (MKC190);SUPORTE;TORNEAMENTO;;LAZZARI;1;10;184;552;0;0;10;10;4409;5,102;24/08/2020;;0;0;1;1;28;;
JOLUMA;VALINHOS;ANDERSON FONTES;5559120;D51808003W RETA 6C 30° D=8X8X19X63;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;4;193,69;97,01;355,06;0;0;774,76;774,76;4410;5,102;24/08/2020;;8;0;1;1;28;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;2029478;12148000600 W CHAVE TORX T15;CHAVE;COMPONENTES;;KENNAMETAL;3;33,33;18,21;66,65;0;0;99,99;99,99;4411;5,405;24/08/2020;;8;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;2029598;12148086600 W CHAVE TORX T8;CHAVE;COMPONENTES;;KENNAMETAL;2;42,73;23,35;85,46;0;0;85,46;85,46;4411;5,405;24/08/2020;;8;0;1;1;45;;
AMARAL FERRAMENTARIA;CAIEIRAS;ANDERSON FONTES;6337740;40041000T022R050 TIALN TORO 4C D=10X10X22X72 R0.5;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;4;165,12;85,12;311,54;0;0;660,48;660,48;4412;5,102;24/08/2020;;8;0;1;1;28;;
JP EQUIPAMENTOS;JUNDIAÍ;ANDERSON FONTES;4148201;VDS202A06600 WU25PD D=6.6 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;227.595;104,69;383,16;0;0;227.595;227.595;4414;5,405;25/08/2020;;8;0;1;1;28;;
FR INDUSTRIA;ITUPEVA;ANDERSON FONTES;01161P;PORTA PINCA HASTE PARALELA 25,00MM X 100,00MM X ER-25;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;205,4;127,94;394,05;0;0;205,4;205,4;4415;5,102;25/08/2020;;0;0;1;1;28;;
FR INDUSTRIA;ITUPEVA;ANDERSON FONTES;TM-2B-R6;ESFERICA 2C 55HRC D=12X12X75X24;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;FRESAMENTO;;SUPORTES BRASIL;1;231,66;148,5;445,5;0;0;231,66;231,66;4415;5,102;25/08/2020;;0;0;1;1;28;;
FR INDUSTRIA;ITUPEVA;ANDERSON FONTES;25ER040;25ER040M ER D=4;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;32,39;21,8;67,14;0;0;32,39;32,39;4415;5,102;25/08/2020;;0;0;1;1;28;;
FR INDUSTRIA;ITUPEVA;ANDERSON FONTES;25ER060;25ER060M ER D=6;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;32,39;21,8;67,14;0;0;32,39;32,39;4415;5,102;25/08/2020;;0;0;1;1;28;;
FR INDUSTRIA;ITUPEVA;ANDERSON FONTES;25ER080;25ER080M ER D=8;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;32,39;21,8;67,14;0;0;32,39;32,39;4415;5,102;25/08/2020;;0;0;1;1;28;;
FR INDUSTRIA;ITUPEVA;ANDERSON FONTES;25ER100;25ER100M ER D=10;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;32,39;21,8;67,14;0;0;32,39;32,39;4415;5,102;25/08/2020;;0;0;1;1;28;;
FR INDUSTRIA;ITUPEVA;ANDERSON FONTES;25ER120;25ER120M ER D=12;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;32,39;21,8;67,14;0;0;32,39;32,39;4415;5,102;25/08/2020;;0;0;1;1;28;;
FR INDUSTRIA;ITUPEVA;ANDERSON FONTES;25ER160;25ER160M ER D=16;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;32,39;19,83;61,07;0;0;32,39;32,39;4415;5,102;25/08/2020;;0;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;5550906;HNPJ0704ANSNGD WP40PM;INSERTO;FRESAMENTO;;KENNAMETAL;20;51;28,31;103,61;0;0;1020;1020;4416;5,102;25/08/2020;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;3954332;HNGJ0704ANFNLDJ THM-U;INSERTO;FRESAMENTO;;KENNAMETAL;20;66,7;35,17;128,72;0;0;1334;1334;4416;5,102;25/08/2020;;8;0;1;1;35;;
DISKFER;VARZEA PAULISTA;MARCOS PAULO;5873485;40020150T004 RETA 2C 30° D=1.5X3X38X4;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;1;50;34,93;127,84;0;0;50;50;4417;5,102;25/08/2020;;8;0;1;1;30;;
FRANHO MÁQUINAS;VINHEDO;FABIO FONSECA;2557291;SPKN1203-EDR PA120;INSERTO;FRESAMENTO FLEX;;KENNAMETAL;10;19;9,89;32,5;0;0;190;190;4419;5,102;26/08/2020;;8;0;1;1;28;;
FRANHO MÁQUINAS;VINHEDO;FABIO FONSECA;DNMG150604-MT;DNMG150604-MT HS8125;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;TORNEAMENTO;;SUPORTES BRASIL;10;37,29;25;75;0;0;372,9;372,9;4419;5,102;26/08/2020;;0;0;1;1;28;;
FRANHO MÁQUINAS;VINHEDO;FABIO FONSECA;1.001.105.283;TNMG160408-GM-GP1125;INSERTO;TORNEAMENTO;;GESAC DO BRASIL;10;23,65;12,23;44,78;0;0;236,5;236,5;4419;5,102;26/08/2020;;8;0;1;1;28;;
DURING DO BRASIL;ITATIBA;MARCOS PAULO;3506;"MACHO BSW 1/2"" MANUAL C/3 PÇS - OSG";MACHO;ROSQUEAMENTO;;GMF;1;315,14;195;600,6;0;0;315,14;315,14;4420;5,102;26/08/2020;;8;0;1;1;28;;
LUMOLD;CAJAMAR;ANDERSON FONTES;1.001.103.149;LNMU090603-GM-GA4230;INSERTO;FRESAMENTO;;GESAC DO BRASIL;40;40;23,45;85,83;0;0;1600;1600;4421;5,102;26/08/2020;;8;0;1;1;28;;
LUMOLD;CAJAMAR;ANDERSON FONTES;1.001.500.740;MKC190-032R05M16-LN09HA D=32 LNMU0906 ROSCADO;SUPORTE;TORNEAMENTO;;GESAC DO BRASIL;1;10;670;2010;0;0;10;10;4421;5,102;26/08/2020;;0;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;1.001.300.975;UA100-SL3-16060 RETA 3C D=16X60X150X16;FRESA DE TOPO;FRESAMENTO;;GESAC DO BRASIL;1;708,38;450,62;1649,27;0;0;708,38;708,38;4422;5,102;26/08/2020;;8;0;1;1;35;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;6429427;TCF050204BPV38 WU40PH;INSERTO;TORNEAMENTO;;KENNAMETAL;4;49,91;27,27;99,81;0;0;199,64;199,64;4423;5,102;26/08/2020;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;6429459;TCF060203BCV38 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;4;49,91;27,27;99,81;0;0;199,64;199,64;4423;5,102;26/08/2020;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5577942;TCF160R4SLR25MB D=16MM 4XD SL SHANK 25MM;SUPORTE;FURAÇÃO;;KENNAMETAL;1;600;780,26;2340,78;0;0;600;600;4423;5,102;26/08/2020;;0;0;1;1;28;;
DISKFER;VARZEA PAULISTA;MARCOS PAULO;TM-4E-D1S;TOPO 4C 55HRC D=1X4X50X3;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;FRESAMENTO;;SUPORTES BRASIL;1;40;23,65;70,95;0;0;40;40;4424;5,102;27/08/2020;;0;0;1;1;30;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5542607;TCF060203BCV36 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;1;49.905;27,27;99,81;0;0;49.905;49.905;4425;5,102;27/08/2020;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5542622;TCF050204BPV36 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;1;49.905;27,27;99,81;0;0;49.905;49.905;4425;5,102;27/08/2020;;8;0;1;1;28;;
AUTOMETAL;DIADEMA;W BRASIL;1.001.300.975;UA100-SL3-16060 RETA 3C D=16X60X150X16;FRESA DE TOPO;FRESAMENTO;;GESAC DO BRASIL;2;787,78;450,62;1649,27;0;0;1575,56;1575,56;4426;5,102;27/08/2020;;8;0;1;1;45;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5542604;TCF060203BCV34 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;5;49.905;27,27;99,81;0;0;249.525;249.525;4427;5,102;27/08/2020;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5542608;TCF050204BPV34 WU25CH;INSERTO;FURAÇÃO;;KENNAMETAL;5;49.905;27,27;99,81;0;0;249.525;249.525;4427;5,102;27/08/2020;;8;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;TM-2B-R1.5S;ESFERICA 2C 55HRC D=3X4X50X6;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;FRESAMENTO;;SUPORTES BRASIL;4;39,02;23,65;70,95;0;0;156,08;156,08;4428;5,102;31/08/2020;;0;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;TM-2B-R2S;ESFERICA 2C 55HRC D=4X4X50X11;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;FRESAMENTO;;SUPORTES BRASIL;4;39,02;23,65;70,95;0;0;156,08;156,08;4428;5,102;31/08/2020;;0;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;298;FRESA RETA 55HRC 2C D=0.3X0.3XX50 H4 MICRO;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;4;88,55;47,92;147,59;0;0;354,2;354,2;4428;5,102;31/08/2020;;8;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;TM-2B-R3;ESFERICA 2C 55HRC D=6X6X60X12;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;FRESAMENTO;;SUPORTES BRASIL;4;63,53;38,5;115,5;0;0;254,12;254,12;4428;5,102;31/08/2020;;0;0;1;1;28;;
STH;CAJAMAR;ANDERSON FONTES;2047689;MTJNR 2020 K16 - EXT DIR TNMG1604;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;120;59;300;0;0;120;120;4429;5,102;31/08/2020;;0;0;1;;;;
STH;CAJAMAR;ANDERSON FONTES;270820;WTENN 2020 K16 - EXT TNMG1604;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;120;80;240;0;0;120;120;4429;5,102;31/08/2020;;0;0;1;;;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;5542600;TCF150512GPV34 WU40PH;INSERTO;FRESAMENTO;;KENNAMETAL;5;69,34;37,89;138,68;0;0;346,7;346,7;4430;5,102;31/08/2020;;8;0;1;1;28;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;5542476;TCF180508GCV34 WU40PH;INSERTO;FRESAMENTO;;KENNAMETAL;5;74,7;40,82;149,4;0;0;373,5;373,5;4430;5,102;31/08/2020;;8;0;1;1;28;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;1.001.102.738;HNMU0905ANEN-GM-GA4230;INSERTO;FRESAMENTO;;GESAC DO BRASIL;20;48,6;39,04;142,89;0;0;972;972;4430;5,102;31/08/2020;;8;0;1;1;28;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;5873416;XNPU15T608SRMM WP40PM;INSERTO;FRESAMENTO;;KENNAMETAL;20;56,82;49,32;180,51;0;0;1136,4;1136,4;4430;5,102;31/08/2020;;8;0;1;1;28;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;6595819;XPPT070308ERMM WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;13;40,41;18,67;68,33;0;0;525,33;525,33;4430;5,102;31/08/2020;;8;0;1;1;28;;
LUMOLD;CAJAMAR;ANDERSON FONTES;2264;PORTA FRESA ROSCADO BT 40 X M 16 (L=102MM) (L1= 75MM) - 12.000RPM;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;153,85;99;304,92;0;0;153,85;153,85;4431;5,102;31/08/2020;;0;0;1;1;28;;
LUMOLD;CAJAMAR;ANDERSON FONTES;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;25.425;18,45;56,82;0;0;25.425;25.425;4431;5,102;31/08/2020;;0;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;5;0,01;18,45;56,82;0;0;0,05;0,05;4432;5,102;31/08/2020;;0;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;00173C;PORTA PINCA BT 40 X ER-40 (L1=70,00MM) - 12.000RPM;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;5;179,99;126,4;389,31;0;0;899,95;899,95;4432;5,102;31/08/2020;;0;0;1;1;28;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;6597156;VXF020Z03A20XP07L190;SUPORTE;FRESAMENTO;;KENNAMETAL;3;10;220;885,72;0;0;30;30;4433;5,102;09/01/2020;;0;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;3577973;BDMT070304ER-ML TN6405 R0,4;INSERTO;FRESAMENTO;;KENNAMETAL;25;43,97;20,63;75,51;0;0;1099,25;1099,25;4433;5,102;09/01/2020;;8;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;6595819;XPPT070308ERMM WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;40;49,73;18,67;68,33;0;0;1989,2;1989,2;4433;5,102;09/01/2020;;8;0;1;1;45;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;6425267;XNPU100416SRMM WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;60;46,62;23,35;85,46;0;0;2797,2;2797,2;4434;5,102;09/01/2020;;8;0;1;1;28;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;200602;VSM490D052Z04FC22L50XN10;SUPORTE;TORNEAMENTO;;GCTOOLS;1;10;291;873;0;0;10;10;4434;5,102;09/01/2020;;0;0;1;1;28;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;4148146;VDS202A03200 WU25PD D=3.2 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;168,96;115,41;422,4;0;0;168,96;168,96;4434;5,405;09/01/2020;;8;0;1;1;28;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;4148178;VDS202A05100 WU25PD D=5.1 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;171,99;117,48;429,98;0;0;171,99;171,99;4434;5,405;09/01/2020;;8;0;1;1;28;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;4148205;VDS202A06800 WU25PD D=6.8 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;182,08;124,37;455,19;0;0;182,08;182,08;4434;5,405;09/01/2020;;8;0;1;1;28;;
DANA INDUSTRIAS LTDA;JUNDIAÍ;MARCOS PAULO;200635;M1200D063Z05HN09 D=63 Z=5 M1200 HNPJ09;SUPORTE;FRESAMENTO;;GCTOOLS;1;10;358;1074;0;0;10;10;4435;5,102;09/01/2020;;0;0;1;1;30;;
DANA INDUSTRIAS LTDA;JUNDIAÍ;MARCOS PAULO;3965250;HNPJ090512MM PA120;INSERTO;FRESAMENTO FLEX;;KENNAMETAL;100;40,5;33;99;0;0;4050;4050;4435;5,102;09/01/2020;;8;0;1;1;30;;
MERSEN;CABREUVA;ANDERSON FONTES;TM-2B-R1.5S;ESFERICA 2C 55HRC D=3X4X50X6;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;FRESAMENTO;;SUPORTES BRASIL;2;73,78;23,65;70,95;0;0;147,56;147,56;4436;5,102;09/01/2020;;0;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;6425411;XNGU100408ERALP WN25PM;INSERTO;FRESAMENTO;;KENNAMETAL;10;59,55;32,54;119,1;0;0;595,5;595,5;4437;5,102;09/01/2020;;8;0;1;1;35;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;1.001.301.826;SH260-BH2-6-75-H ESFERICA 2C D=6X9X75X6;FRESA DE TOPO;FRESAMENTO;;GESAC DO BRASIL;5;144,9;88,9;325,37;0;0;724,5;724,5;4438;5,102;09/01/2020;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;1.001.300.499;UP210-BH2-06012 ESFERICA 2C D=6X12X75X6;FRESA DE TOPO;FRESAMENTO;;GESAC DO BRASIL;5;89,95;55,21;202,06;0;0;449,75;449,75;4438;5,102;09/01/2020;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;1.001.200.202;D918S-A3N-0680 D=6.8 3XD S/ REFRI;BROCA;FURAÇÃO;;GESAC DO BRASIL;1;200;118,56;433,94;0;0;200;200;4438;5,405;09/01/2020;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;1.001.301.787;SH260-B2-6-9-H ESFERICA 2C D=6X9X50X6;FRESA DE TOPO;FRESAMENTO;;GESAC DO BRASIL;1;0,01;76,42;279,69;0;0;0,01;0,01;4438;5,102;09/01/2020;;8;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;4148207;VDS202A07000 WU25PD D=7.0 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;2;179,06;124,37;455,19;0;0;358,12;358,12;4439;5,405;09/01/2020;;8;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;1.001.200.676;D938-A5N-0500 D=5 5XD S/ REFRI;BROCA;FURAÇÃO;;GESAC DO BRASIL;2;168,17;106,66;390,39;0;0;336,34;336,34;4439;5,405;09/01/2020;;8;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;1.001.200.783;D938-A5N-0850 D=8.5 5XD S/ REFRI;BROCA;FURAÇÃO;;GESAC DO BRASIL;2;201,82;128,02;468,55;0;0;403,64;403,64;4439;5,405;09/01/2020;;8;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;1.001.200.825;D938-A5N-1000 D=10 5XD S/ REFRI;BROCA;FURAÇÃO;;GESAC DO BRASIL;2;201,82;128,02;468,55;0;0;403,64;403,64;4439;5,405;09/01/2020;;8;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;3852767;MWLNL 2020 K06 - EXT ESQ WNMG0604;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;179,9;89;300;0;0;179,9;179,9;4439;5,102;09/01/2020;;0;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;1.001.101.762;DCMT070204-MM-GP1225;INSERTO;TORNEAMENTO;;GESAC DO BRASIL;20;21,2;10,99;40,22;0;0;424;424;4440;5,102;09/01/2020;;8;0;1;1;35;;
VISION ONE;SÃO BERNARDO DO CAMPO;W BRASIL;6101 - 106010;MACHO M6 X 1,00MM* MANUAL C/3 PÇS - OSG;MACHO;FURAÇÃO;;GMF;1;50,84;79,51;244,89;0;0;50,84;50,84;4441;5,102;09/01/2020;;8;0;1;1;28;;
VISION ONE;SÃO BERNARDO DO CAMPO;W BRASIL;6101 - 108010;MACHO M8 X 1,25MM* MANUAL C/3 PÇS;MACHO;ROSQUEAMENTO;;GMF;1;60,6;79;243,32;0;0;60,6;60,6;4441;5,102;09/01/2020;;8;0;1;1;28;;
JOYSON;JUNDIAÍ;W BRASIL;APGT1135-AL;APGT1135PDFR-G2 WSK10;INSERTO;TORNEAMENTO;;SUPORTES BRASIL;30;27;15;45;0;0;810;810;4442;5,102;09/01/2020;;8;0;1;1;60;;
JOYSON;JUNDIAÍ;W BRASIL;BAP300D32;BAP300RD32Z04H25L150 APMT1135;SUPORTE;FRESAMENTO;;SUPORTES BRASIL;2;234;220;660;0;0;468;468;4442;5,102;09/01/2020;;0;0;1;1;60;;
JOYSON;JUNDIAÍ;W BRASIL;BAP300D16;BAP300RD16Z02H15L150 APMT1135;SUPORTE;FRESAMENTO;;SUPORTES BRASIL;2;144;120;360;0;0;288;288;4442;5,102;09/01/2020;;0;0;1;1;60;;
